grupo;Codigo_Puerto_de_Arribo;Nombre_Puerto_de_Arribo;Cod_Variedad;Nombre_Variedad;Grupo_Variedad;Cod_Variedad_Packing;Nombre_Variedad_Packing;Nombre_Productor_Real;Fecha_Inspeccion;Puerto_de_Zarpe;Nombre_Recibidor;Nombre_Nave;Numero_Contenedor;BROKER;Tipo_Nave_Exportacion;Tipo_Caja;Cod_Temporada;Tipo_Movimiento;Cod_Envase;Cod_Etiqueta;Cod_Embalaje;Plu;Cajas;Nombre_Categoria;Cod_Calibre;Zona;Cod_Mercado_de_la_Nave;Nombre_Mercado_de_la_Nave;Cod_Mercado_del_Despacho;Nombre_Mercado_del_Despacho;Etiqueta;Tipo_SAG;Cod_Nave;Cod_Recibidor;Fecha_Despacho;Mes_Despacho;Cod_Puerto;Tipo_Camion;Cod_Embarcador;Base_de_Pallet;Grupo_Productor;Semana_Zarpe;Nombre_Puerto_Arribo;Fecha_Arribo;Fecha_Zarpe;Mes_Zarpe;Tipo_Transporte;Cod_Naviera;Nombre_Naviera;Fecha_Packing;Fecha_Recepcion;CajasEquivalentes;Peso_Neto_Envase_Operacional;Peso_Bruto_Envase_Operacional;Kilos_Brutos_Envase_Operacional;Nombre_Transportista;Nombre_Provincia;Codigo_Comuna;Nombre_Comuna;Cod._Pa¡s_Nave;Nom._Pa¡s_Nave;Cod_Destino_;Nombre_Destino;Total_Kilos;_Numero_Proceso_;Peso_Real_Pallet;__Caja_Est__;Fecha_de_cosecha;Fecha_de_Recepci¢n;FOB_CAJA
11;6700;NINGBO;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.2;43784;AEROPUERTO__C.A.M.B.;Recibidor13;AEREO;TERMO;;Naves_Exportaci¢n;CAJA_CARTON_2,5_KG;C3;D;C2,5;PR;25PRA;S/P;240;CAT_1;SJD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;13;1;17-11-2019;Noviembre;8;T;1;PL0151;NATS;46;NINGBO;16-11-2019;16-11-2019;Noviembre;1;1;CATHAY_PACIFIC_AIRWAIS;15-11-2019;15-11-2019;0;2,5;2,9;2,9;PARTICULAR;CURICO;70208;TENO;CHI;CHINA;6700;NINGBO;600;22;0;120;15-11-2019;15-11-2019;20,51
11;996;SHENZHEN;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.23;43785;VALPARAISO;Recibidor15;HMM_BLESSING;TLLU112090-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;S/P;51;CAT_1;XLD;C;CHI;CHINA;CHI;CHINA;CONDOR;O;2;8;18-11-2019;Noviembre;2;C;1;09X1;NATS;47;AER_CHN;18-11-2019;20-11-2019;Noviembre;2;24;ONE;16-11-2019;16-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60114;RANCAGUA;CHI;CHINA;996;SHENZHEN;255;29;0;51;15-11-2019;15-11-2019;38,34
11;996;SHENZHEN;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.19;43783;VALPARAISO;Recibidor15;HMM_BLESSING;TLLU112090-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;S/P;65;CAT_1;LD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;2;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;AER_CHN;18-11-2019;20-11-2019;Noviembre;2;24;ONE;13-11-2019;13-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60117;SAN_VICENTE;CHI;CHINA;996;SHENZHEN;325;14;0;65;13-11-2019;13-11-2019;28,2
11;996;SHENZHEN;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.17;43784;VALPARAISO;Recibidor15;HMM_BLESSING;TLLU112090-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;S/P;41;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;2;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;AER_CHN;18-11-2019;20-11-2019;Noviembre;2;24;ONE;15-11-2019;15-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70205;RAUCO;CHI;CHINA;996;SHENZHEN;205;20;0;41;15-11-2019;15-11-2019;45,01
11;996;SHENZHEN;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.21;43784;VALPARAISO;Recibidor15;HMM_BLESSING;TLLU112090-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;S/P;64;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;2;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;AER_CHN;18-11-2019;20-11-2019;Noviembre;2;24;ONE;16-11-2019;16-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;996;SHENZHEN;320;25;0;64;16-11-2019;16-11-2019;45,01
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.19;43783;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;S/P;3;CAT_1;SJD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;1;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;13-11-2019;13-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60117;SAN_VICENTE;CHI;CHINA;134;HONG_KONG;15;14;0;3;13-11-2019;13-11-2019;47,74
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.21;43785;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;S/P;1;CAT_1;LL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;1;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;15-11-2019;15-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;134;HONG_KONG;5;21;0;1;15-11-2019;15-11-2019;24,08
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.21;43784;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;S/P;1;CAT_1;SJL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;1;8;18-11-2019;Noviembre;2;C;1;09X1;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;15-11-2019;15-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;134;HONG_KONG;5;21;0;1;15-11-2019;15-11-2019;52,56
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.2;43786;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;S/P;26;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;1;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;15-11-2019;15-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70208;TENO;CHI;CHINA;134;HONG_KONG;130;22;0;26;15-11-2019;15-11-2019;30,57
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.6;43785;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;S/P;1;CAT_1;XLD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;1;8;18-11-2019;Noviembre;2;C;1;09X1;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;16-11-2019;16-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;134;HONG_KONG;5;26;0;1;16-11-2019;16-11-2019;42,58
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.19;43786;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;S/P;22;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;1;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;16-11-2019;16-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60117;SAN_VICENTE;CHI;CHINA;134;HONG_KONG;110;27;0;22;16-11-2019;16-11-2019;30,57
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.19;43783;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;S/P;77;CAT_1;JD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;1;8;18-11-2019;Noviembre;2;C;1;09X1;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;16-11-2019;16-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60117;SAN_VICENTE;CHI;CHINA;134;HONG_KONG;385;27;0;77;16-11-2019;16-11-2019;44,79
11;134;HONG_KONG;RD;ROYAL_DAWN;;RD;ROYAL_DAWN;Prod.21;43784;VALPARAISO;Recibidor15;HMM_BLESSING;BMOU_986971-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;S/P;19;CAT_1;SJL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;1;8;18-11-2019;Noviembre;2;C;1;MA0304;NATS;47;MAR_HKG;18-11-2019;20-11-2019;Noviembre;2;24;ONE;17-11-2019;17-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;134;HONG_KONG;95;34;0;19;17-11-2019;17-11-2019;52,56
