grupo;Codigo_Puerto_de_Arribo;Nombre_Puerto_de_Arribo;Cod_Variedad;Nombre_Variedad;Grupo_Variedad;Cod_Variedad_Packing;Nombre_Variedad_Packing;Nombre_Productor_Real;Fecha_Inspeccion;Puerto_de_Zarpe;Nombre_Recibidor;Nombre_Nave;Numero_Contenedor;BROKER;Tipo_Nave_Exportacion;Tipo_Caja;Cod_Temporada;Tipo_Movimiento;Cod_Envase;Cod_Etiqueta;Cod_Embalaje;Plu;Cajas;Nombre_Categoria;Cod_Calibre;Zona;Cod_Mercado_de_la_Nave;Nombre_Mercado_de_la_Nave;Cod_Mercado_del_Despacho;Nombre_Mercado_del_Despacho;Etiqueta;Tipo_SAG;Cod_Nave;Cod_Recibidor;Fecha_Despacho;Mes_Despacho;Cod_Puerto;Tipo_Camion;Cod_Embarcador;Base_de_Pallet;Grupo_Productor;Semana_Zarpe;Nombre_Puerto_Arribo;Fecha_Arribo;Fecha_Zarpe;Mes_Zarpe;Tipo_Transporte;Cod_Naviera;Nombre_Naviera;Fecha_Packing;Fecha_Recepcion;CajasEquivalentes;Peso_Neto_Envase_Operacional;Peso_Bruto_Envase_Operacional;Kilos_Brutos_Envase_Operacional;Nombre_Transportista;Nombre_Provincia;Codigo_Comuna;Nombre_Comuna;Cod._Pa¡s_Nave;Nom._Pa¡s_Nave;Cod_Destino_;Nombre_Destino;Total_Kilos;_Numero_Proceso_;Peso_Real_Pallet;__Caja_Est__;Fecha_de_cosecha;Fecha_de_Recepci¢n;FOB_CAJA
11;1001;GUANGZHOU;SA;SANTINA;;SA;SANTINA;Prod.41;43794;VALPARAISO;Recibidor7;LLOYD_DON_GIOVANNI;EMCU_540966-3;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;2;CAT_1;LL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;57;23;30-11-2019;Noviembre;2;C;1;MA0304;NATS;49;AER_CHN;30-11-2019;04-12-2019;Noviembre;2;28;EVERGREEN;25-11-2019;25-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70204;MOLINA;CHI;CHINA;1001;GUANGZHOU;10;243;0;2;25-11-2019;25-11-2019;24,08
11;1001;GUANGZHOU;SA;SANTINA;;SA;SANTINA;Prod.40;43792;VALPARAISO;Recibidor7;LLOYD_DON_GIOVANNI;EMCU_540966-3;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;5;CAT_1;XLDD;C;CHI;CHINA;CHI;CHINA;CONDOR;O;57;23;30-11-2019;Noviembre;2;C;1;MA0304;NATS;49;AER_CHN;30-11-2019;04-12-2019;Noviembre;2;28;EVERGREEN;21-11-2019;21-11-2019;0;5;5,6;5,6;PARTICULAR;COLCHAGUA;60301;CHPICA;CHI;CHINA;1001;GUANGZHOU;25;131;0;5;21-11-2019;21-11-2019;27,52
11;1001;GUANGZHOU;SA;SANTINA;;SA;SANTINA;Prod.6;43791;VALPARAISO;Recibidor7;LLOYD_DON_GIOVANNI;EMCU_540966-3;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;25;CAT_1;SJL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;57;23;30-11-2019;Noviembre;2;C;1;MA0304;NATS;49;AER_CHN;30-11-2019;04-12-2019;Noviembre;2;28;EVERGREEN;22-11-2019;22-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;1001;GUANGZHOU;125;174;0;25;22-11-2019;22-11-2019;43,76
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.58;43801;SAN_ANTONIO;Recibidor15;SOROE_MAERSK;MNBU_029814-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;MSAG;1;CAT_1;PL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;137;8;14-12-2019;Diciembre;1;C;1;MA0304;NATS;51;AER_CHN;14-12-2019;17-12-2019;Diciembre;2;29;HAMBURG_SšD;04-12-2019;04-12-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70202;HUALANE;CHI;CHINA;996;SHENZHEN;5;470;0;1;04-12-2019;04-12-2019;47,65
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.33;43801;SAN_ANTONIO;Recibidor15;SOROE_MAERSK;MNBU_029814-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;2;CAT_1;PL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;137;8;14-12-2019;Diciembre;1;C;1;MA0304;NATS;51;AER_CHN;14-12-2019;17-12-2019;Diciembre;2;29;HAMBURG_SšD;02-12-2019;02-12-2019;0;5;5,6;5,6;PARTICULAR;TALCA;70407;RIO_CLARO;CHI;CHINA;996;SHENZHEN;10;401;0;2;30-11-2019;30-11-2019;47,65
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.21;43792;SAN_ANTONIO;Recibidor15;SOROE_MAERSK;MNBU_029814-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;5;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;137;8;14-12-2019;Diciembre;1;C;1;MA0304;NATS;51;AER_CHN;14-12-2019;17-12-2019;Diciembre;2;29;HAMBURG_SšD;24-11-2019;24-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;996;SHENZHEN;25;234;0;5;24-11-2019;24-11-2019;30,63
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.58;43805;SAN_ANTONIO;Recibidor15;SOROE_MAERSK;MNBU_029814-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;1;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;137;8;14-12-2019;Diciembre;1;C;1;MA0304;NATS;51;AER_CHN;14-12-2019;17-12-2019;Diciembre;2;29;HAMBURG_SšD;06-12-2019;06-12-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70202;HUALANE;CHI;CHINA;996;SHENZHEN;5;554;0;1;06-12-2019;06-12-2019;26,09
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.27;43805;SAN_ANTONIO;Recibidor15;SOROE_MAERSK;MNBU_029814-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;1;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;137;8;14-12-2019;Diciembre;1;C;1;MA0304;NATS;51;AER_CHN;14-12-2019;17-12-2019;Diciembre;2;29;HAMBURG_SšD;05-12-2019;05-12-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;996;SHENZHEN;5;510;0;1;05-12-2019;05-12-2019;26,09
11;996;SHENZHEN;ST;STELLA;;SA;SANTINA;Prod.6;43806;SAN_ANTONIO;Recibidor15;SOROE_MAERSK;MNBU_029814-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;62;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;137;8;14-12-2019;Diciembre;1;C;1;MA0304;NATS;51;AER_CHN;14-12-2019;17-12-2019;Diciembre;2;29;HAMBURG_SšD;06-12-2019;06-12-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;996;SHENZHEN;310;532;0;62;05-12-2019;05-12-2019;31,76
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.21;43792;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;1;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;21-11-2019;21-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;1000;SHANGHAI;5;128;0;1;21-11-2019;21-11-2019;30,6
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.38;43792;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;1;CAT_1;LL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;27-11-2019;27-11-2019;0;5;5,6;5,6;PARTICULAR;COLCHAGUA;60309;SAN_FERNANDO;CHI;CHINA;1000;SHANGHAI;5;295;0;1;26-11-2019;26-11-2019;21,54
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.21;43792;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;2;CAT_1;LL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;29-11-2019;29-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;1000;SHANGHAI;10;357;0;2;29-11-2019;29-11-2019;21,54
11;1000;SHANGHAI;ST;STELLA;;SA;SANTINA;Prod.4;43793;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;3;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;02-12-2019;02-12-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;1000;SHANGHAI;15;411;0;3;30-11-2019;30-11-2019;27,2
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.21;43793;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;13;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;24-11-2019;24-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;1000;SHANGHAI;65;234;0;13;24-11-2019;24-11-2019;27,2
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.17;43794;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;MSAG;1;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;26-11-2019;26-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70205;RAUCO;CHI;CHINA;1000;SHANGHAI;5;277;0;1;26-11-2019;26-11-2019;30,6
11;1000;SHANGHAI;ST;STELLA;;SA;SANTINA;Prod.42;43797;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;66;CAT_1;SJL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;28-11-2019;28-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;1000;SHANGHAI;330;328;0;66;28-11-2019;28-11-2019;37,4
11;1000;SHANGHAI;ST;STELLA;;SA;SANTINA;Prod.2;43799;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;118;CAT_1;SJL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;30-11-2019;30-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70208;TENO;CHI;CHINA;1000;SHANGHAI;590;371;0;118;29-11-2019;29-11-2019;37,4
11;1000;SHANGHAI;ST;STELLA;;SA;SANTINA;Prod.9;43797;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;22;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;CONDOR;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;30-11-2019;30-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70206;ROMERAL;CHI;CHINA;1000;SHANGHAI;110;371;0;22;29-11-2019;29-11-2019;27,2
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.51;43792;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;1;CAT_1;LL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;28-11-2019;28-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70208;TENO;CHI;CHINA;1000;SHANGHAI;5;312;0;1;27-11-2019;27-11-2019;21,54
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.51;43797;SAN_ANTONIO;Recibidor13;KURE;OERU_408214-0;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;7;CAT_1;XLL;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;73;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;29-11-2019;29-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70208;TENO;CHI;CHINA;1000;SHANGHAI;35;357;0;7;29-11-2019;29-11-2019;27,2
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.44;43794;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;SE;50SEM;0INF;1;CAT_1;SJL;C;CHI;CHINA;CHI;CHINA;SEVEN;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;SEVE;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;19-11-2019;19-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60102;COINCO;CHI;CHINA;1000;SHANGHAI;5;53;0;1;;;0
11;1000;SHANGHAI;ST;STELLA;;SA;SANTINA;Prod.4;43801;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;4;CAT_1;XLD;C;CHI;CHINA;CHI;CHINA;CONDOR;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;02-12-2019;02-12-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;1000;SHANGHAI;20;411;0;4;30-11-2019;30-11-2019;28,43
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.44;43795;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;SE;50SEM;0INF;24;CAT_1;SJD;C;CHI;CHINA;CHI;CHINA;SEVEN;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;SEVE;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;25-11-2019;25-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60102;COINCO;CHI;CHINA;1000;SHANGHAI;120;240;0;24;;;0
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.44;43794;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;SE;50SEM;0INF;7;CAT_1;JL;C;CHI;CHINA;CHI;CHINA;SEVEN;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;SEVE;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;27-11-2019;27-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60102;COINCO;CHI;CHINA;1000;SHANGHAI;35;288;0;7;;;0
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.11;43799;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;SE;50SEM;0INF;1;CAT_1;XLD;C;CHI;CHINA;CHI;CHINA;SEVEN;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;SEVE;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;28-11-2019;28-11-2019;0;5;5,6;5,6;PARTICULAR;COLCHAGUA;60302;CHIMBARONGO;CHI;CHINA;1000;SHANGHAI;5;335;0;1;;;0
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.44;43794;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;SE;50SEM;0INF;1;CAT_1;LL;C;CHI;CHINA;CHI;CHINA;SEVEN;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;SEVE;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;30-11-2019;30-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60102;COINCO;CHI;CHINA;1000;SHANGHAI;5;394;0;1;;;0
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.44;43799;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;0INF;30;CAT_1;XLD;C;CHI;CHINA;CHI;CHINA;CONDOR;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;30-11-2019;30-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60102;COINCO;CHI;CHINA;1000;SHANGHAI;150;395;0;30;30-11-2019;30-11-2019;28,43
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.23;43795;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;SE;50SEM;MSAG;1;CAT_1;SJDD;C;CHI;CHINA;CHI;CHINA;SEVEN;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;SEVE;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;26-11-2019;26-11-2019;0;5;5,6;5,6;PARTICULAR;CACHAPOAL;60114;RANCAGUA;CHI;CHINA;1000;SHANGHAI;5;268;0;1;;;0
11;1000;SHANGHAI;ST;STELLA;;SA;SANTINA;Prod.54;43799;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;CO;50COM;MSAG;1;CAT_1;LD;C;CHI;CHINA;CHI;CHINA;CONDOR;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;30-11-2019;30-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;1000;SHANGHAI;5;371;0;1;29-11-2019;29-11-2019;22,6
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.21;43799;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NA;10NAM;0INF;20;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;23-11-2019;23-11-2019;0;10;10,4;10,4;PARTICULAR;CACHAPOAL;60113;QUINTA_TILCOCO;CHI;CHINA;1000;SHANGHAI;200;181;0;40;22-11-2019;22-11-2019;48,84
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.52;43798;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NA;10NAM;0INF;2;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;29-11-2019;29-11-2019;0;10;10,4;10,4;PARTICULAR;CURICO;70207;SAGRADA_FAMILIA;CHI;CHINA;1000;SHANGHAI;20;349;0;4;29-11-2019;29-11-2019;48,84
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.17;43795;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NA;10NAM;0INF;10;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;26-11-2019;26-11-2019;0;10;10,4;10,4;PARTICULAR;CURICO;70205;RAUCO;CHI;CHINA;1000;SHANGHAI;100;285;0;20;26-11-2019;26-11-2019;48,84
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.31;43799;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NG;10NAM;0INF;25;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE_GENERICA;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;30-11-2019;30-11-2019;0;10;10,4;10,4;PARTICULAR;CURICO;70208;TENO;CHI;CHINA;1000;SHANGHAI;250;397;0;50;30-11-2019;30-11-2019;50,31
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.6;43795;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NA;10NAM;0INF;1;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;26-11-2019;26-11-2019;0;10;10,4;10,4;PARTICULAR;CURICO;70201;CURICO;CHI;CHINA;1000;SHANGHAI;10;264;0;2;25-11-2019;25-11-2019;48,84
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.26;43794;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NA;10NAM;0INF;9;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;28-11-2019;28-11-2019;0;10;10,4;10,4;PARTICULAR;TALCA;70410;TALCA;CHI;CHINA;1000;SHANGHAI;90;312;0;18;27-11-2019;27-11-2019;48,84
11;1000;SHANGHAI;SA;SANTINA;;SA;SANTINA;Prod.58;43798;SAN_ANTONIO;Recibidor13;KURE;OERU407477-8;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_10_KG;C3;D;C10;NA;10NAM;0INF;13;CAT2;JCHD;C;CHI;CHINA;CHI;CHINA;NATURE;O;74;1;05-12-2019;Diciembre;1;C;1;MA0304;NATS;49;AER_CHN;05-12-2019;08-12-2019;Diciembre;2;20;COSCO;02-12-2019;02-12-2019;0;10;10,4;10,4;PARTICULAR;CURICO;70202;HUALANE;CHI;CHINA;1000;SHANGHAI;130;420;0;26;02-12-2019;02-12-2019;48,84
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.6;43792;VALPARAISO;Recibidor15;MEHUIN;HLBU_936980-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;135;CAT_1;SJD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;37;8;24-11-2019;Noviembre;2;C;1;MA0304;NATS;48;AER_CHN;24-11-2019;26-11-2019;Noviembre;2;24;ONE;23-11-2019;23-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70201;CURICO;235;CHILE;996;SHENZHEN;675;206;0;135;23-11-2019;23-11-2019;51,98
11;996;SHENZHEN;SA;SANTINA;;SA;SANTINA;Prod.41;43792;VALPARAISO;Recibidor15;MEHUIN;HLBU_936980-1;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;PR;50PRM;0INF;184;CAT_1;JDD;C;CHI;CHINA;CHI;CHINA;PAVO_REAL;O;37;8;24-11-2019;Noviembre;2;C;1;MA0304;NATS;48;AER_CHN;24-11-2019;26-11-2019;Noviembre;2;24;ONE;23-11-2019;23-11-2019;0;5;5,6;5,6;PARTICULAR;CURICO;70204;MOLINA;235;CHILE;996;SHENZHEN;920;216;0;184;23-11-2019;23-11-2019;40,98
11;1001;GUANGZHOU;SA;SANTINA;;SA;SANTINA;Prod.52;43796;VALPARAISO;Recibidor7;LLOYD_DON_GIOVANNI;EMCU_540773-7;RIVERKING;Naves_Exportaci¢n;CAJA_CARTON_5,0_KG;C3;D;C5;MPR;22MPRM;0INF;8;CAT_1;SJDD;C;CHI;CHINA;CHI;CHINA;MASTER_PAVO_REAL;O;57;23;30-11-2019;Noviembre;2;C;1;MA0304;NATS;49;AER_CHN;30-11-2019;04-12-2019;Noviembre;2;28;EVERGREEN;27-11-2019;27-11-2019;0;5;5,7;5,7;PARTICULAR;CURICO;70207;SAGRADA_FAMILIA;CHI;CHINA;1001;GUANGZHOU;40;304;0;8;27-11-2019;27-11-2019;59,36
